City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
292,yaren,-0.5472,166.916,28.28,70,100,1.92,NR,1722993754
293,flying fish cove,-10.4217,105.6791,24.82,83,75,5.66,CX,1722993757
294,belyy yar,53.6039,91.3903,16.94,77,0,2.0,RU,1722993758
295,miedzyzdroje,53.9292,14.451,18.1,80,25,3.51,PL,1722993558
296,banda aceh,5.5577,95.3222,27.48,76,84,5.8,ID,1722993760
297,greymouth,-42.4667,171.2,11.29,69,100,2.04,NZ,1722993761
298,greenland,43.0362,-70.8328,19.27,79,100,0.0,US,1722993762
299,turpan,42.9333,89.1667,33.56,23,100,2.52,CN,1722993763
300,acarau,-2.8856,-40.12,25.0,84,4,7.12,BR,1722993764
301,mandalgovi,45.7625,106.2708,20.55,53,100,9.55,MN,1722993765
302,afaahiti,-17.75,-149.2833,26.93,83,2,8.83,PF,1722993766
303,amahai,-3.3333,128.9167,25.2,89,95,4.05,ID,1722993767
304,gobabis,-22.45,18.9667,12.77,25,9,1.55,NA,1722993769
305,kantabanji,20.4833,82.9167,23.19,97,100,1.35,IN,1722993770
306,portage,41.1667,-81.1998,20.42,81,100,1.54,US,1722993771
307,haiku-pauwela,20.9219,-156.3051,29.01,66,20,11.83,US,1722993772
308,san clemente del tuyu,-36.3569,-56.7235,12.69,100,100,3.22,AR,1722993699
309,sovetskaya gavan',48.9723,140.2878,23.71,75,13,2.86,RU,1722993774
310,castillos,-34.1667,-53.8333,15.8,97,100,4.44,UY,1722993775
311,dezhou,37.4486,116.2925,27.93,81,100,0.91,CN,1722993776
312,thinadhoo,0.5333,72.9333,28.29,69,7,1.62,MV,1722993777
313,port douglas,-16.4833,145.4667,23.02,69,82,2.02,AU,1722993778
314,cherdyn',60.403,56.4787,10.65,97,59,1.8,RU,1722993779
315,xilin hot,43.9667,116.0333,26.37,40,0,3.73,CN,1722993781
316,kruisfontein,-34.0033,24.7314,9.01,82,0,2.65,ZA,1722993782
317,billdal,57.5667,11.9333,17.79,82,87,3.13,SE,1722993783
318,grootfontein,-19.5667,18.1167,15.0,20,0,0.67,NA,1722993784
319,laguna,38.421,-121.4238,40.13,17,0,0.45,US,1722993785
320,bakanas,44.8081,76.2772,25.17,29,0,3.72,KZ,1722993786
321,lihue,21.9789,-159.3672,28.77,67,40,6.17,US,1722993787
322,smithers,54.7804,-127.1743,28.18,26,20,2.57,CA,1722993622
323,galliano,29.4422,-90.2992,31.11,68,84,5.28,US,1722993789
324,toropets,56.4978,31.6353,14.77,94,100,0.86,RU,1722993790
325,vicosa,-20.7539,-42.8819,16.9,54,0,2.31,BR,1722993792
326,la passe,45.5549,-0.8967,20.13,87,100,5.02,FR,1722993793
327,collie,-33.3667,116.15,12.95,86,2,5.87,AU,1722993794
328,quellon,-43.1167,-73.6167,6.29,84,4,2.17,CL,1722993795
329,dickinson,29.4608,-95.0513,32.31,73,0,1.54,US,1722993796
330,velikiy ustyug,60.7644,46.3106,11.82,95,100,2.26,RU,1722993797
331,okha,53.5739,142.9478,16.84,85,98,5.3,RU,1722993798
332,kabalo,-6.05,26.9167,24.15,27,88,1.54,CD,1722993799
333,ramganj,23.1,90.85,26.51,90,100,3.6,BD,1722993800
334,kitakata,37.65,139.8667,27.9,80,84,1.54,JP,1722993801
335,bozkurt,41.9577,34.0109,19.77,60,0,2.77,TR,1722993803
336,la palma,33.8464,-118.0467,33.34,65,20,4.12,US,1722993804
337,camana,-16.6228,-72.7111,15.67,91,3,4.39,PE,1722993805
338,quelimane,-17.8786,36.8883,20.97,100,0,0.0,MZ,1722993806
339,nemuro,43.3236,145.575,18.64,99,100,3.18,JP,1722993807
340,harper,4.375,-7.7169,23.59,82,100,4.31,LR,1722993808
341,revda,56.801,59.9303,11.92,99,87,1.2,RU,1722993809
342,itacarambi,-15.1022,-44.0919,22.25,59,0,3.22,BR,1722993810
343,porto novo,6.4965,2.6036,24.9,81,93,4.22,BJ,1722993811
344,nova sintra,14.8667,-24.7167,25.83,85,100,7.55,CV,1722993812
345,akjoujt,19.6969,-14.4164,28.78,48,7,6.31,MR,1722993813
346,glucksburg,54.8333,9.55,18.99,100,20,2.06,DE,1722993815
347,kikwit,-5.041,18.8162,25.82,31,98,1.37,CD,1722993816
348,paramonga,-10.6667,-77.8333,16.47,88,34,5.23,PE,1722993817
349,portland,45.5234,-122.6762,27.75,47,20,4.12,US,1722993122
350,torquay,50.4638,-3.5143,14.55,90,0,0.89,GB,1722993819
351,bairnsdale,-37.8333,147.6167,17.81,49,64,1.34,AU,1722993821
352,cestos city,5.46,-9.5828,24.49,85,100,5.14,LR,1722993824
353,codajas,-3.8367,-62.0569,26.8,46,89,1.1,BR,1722993825
354,qamdo,31.1667,97.2333,12.42,65,91,2.78,CN,1722993826
355,orkney,-26.9802,26.6727,8.07,65,0,2.33,ZA,1722993827
356,la sarre,48.8002,-79.1996,13.21,61,100,2.66,CA,1722993828
357,burang,30.25,81.1667,10.54,85,100,2.18,CN,1722993829
358,kill devil hills,36.0307,-75.676,25.55,95,0,3.6,US,1722993593
359,usinsk,65.9939,57.5281,7.67,70,57,4.81,RU,1722993832
360,fort bragg,35.139,-79.006,24.08,96,75,3.6,US,1722993833
361,plain city,41.298,-112.0861,37.56,21,0,0.45,US,1722993834
362,cooma,-36.2333,149.1333,11.57,51,9,0.88,AU,1722993835
363,ts'khinvali,42.2276,43.9686,17.12,88,80,1.58,GE,1722993836
364,labuan bajo,-8.4964,119.8877,27.2,67,9,0.89,ID,1722993837
365,bahraigh,27.5833,81.6,25.14,92,100,4.87,IN,1722993838
366,altinekin,38.3078,32.8686,23.31,45,1,6.19,TR,1722993839
367,ust'-ilimsk,58.0006,102.6619,22.17,50,25,0.49,RU,1722993840
368,greenville,35.6127,-77.3663,24.09,99,0,3.09,US,1722993841
369,vila franca do campo,37.7167,-25.4333,23.23,91,27,2.03,PT,1722993842
370,muisne,0.6,-80.0333,24.31,86,91,4.12,EC,1722993844
371,guerrero negro,27.9769,-114.0611,25.99,60,1,6.36,MX,1722993845
372,katsuura,35.1333,140.3,26.87,91,100,3.3,JP,1722993846
373,bam,29.106,58.357,32.37,12,0,3.07,IR,1722993847
374,valparaiso,-33.0393,-71.6273,9.8,71,0,3.09,CL,1722993837
375,mariehamn,60.0973,19.9348,17.68,50,100,1.03,AX,1722993849
376,fereydun kenar,36.6864,52.5225,25.97,82,41,2.65,IR,1722993850
377,plesetsk,62.708,40.2916,9.04,77,0,2.29,RU,1722993851
378,louviers,49.2167,1.1667,16.45,98,75,1.03,FR,1722993853
379,tidjikja,18.5564,-11.4271,31.42,44,5,2.77,MR,1722993855
380,meadow lakes,61.6247,-149.6011,17.83,87,75,2.06,US,1722993856
381,buckie,57.6757,-2.9624,13.36,85,58,4.94,GB,1722993857
382,omoku,5.3435,6.6532,25.09,98,72,1.26,NG,1722993858
383,fort st. john,56.2499,-120.8529,20.94,46,75,2.57,CA,1722993860
384,mahanje,-9.9333,35.3333,12.84,50,4,1.47,TZ,1722993861
385,manadhoo,5.7667,73.3833,27.67,79,100,4.1,MV,1722993862
386,maamba,-17.3667,27.15,16.45,40,0,1.24,ZM,1722993863
387,uturoa,-16.7333,-151.4333,26.11,85,7,8.53,PF,1722993866
388,abashiri,44.0213,144.2697,31.16,70,40,2.57,JP,1722993867
389,biltine,14.5333,20.9167,25.8,75,100,2.89,TD,1722993868
390,sydney mines,46.2367,-60.2177,17.84,86,75,3.09,CA,1722993869
391,codrington,-38.2667,141.9667,13.2,74,13,6.55,AU,1722993870
392,tazovsky,67.4667,78.7,7.02,80,0,6.92,RU,1722993872
393,palikir - national government center,6.9248,158.1611,27.47,100,100,2.57,FM,1722993873
394,alaghsas,17.0187,8.0168,29.61,54,11,6.39,NE,1722993874
395,kapoeta,4.7717,33.5903,23.11,76,98,0.22,SS,1722993875
396,lata,40.1629,-8.3327,18.37,99,44,1.33,PT,1722993876
397,axim,4.8699,-2.2405,22.92,90,84,3.85,GH,1722993878
398,chonchi,-42.6128,-73.8092,4.56,96,11,0.82,CL,1722993879
399,bloemfontein,-29.1211,26.214,-2.29,74,0,1.03,ZA,1722993880
400,al hawatah,13.4167,34.6333,21.4,93,90,3.46,SD,1722993881
401,pathein,16.7833,94.7333,24.53,94,100,1.77,MM,1722993882
402,howard springs,-12.497,131.047,29.37,49,84,5.27,AU,1722993883
403,tambura,5.6,27.4667,20.57,95,100,0.2,SS,1722993884
404,tekkali,18.6167,84.2333,24.93,92,100,1.86,IN,1722993885
405,ellensburg,46.9965,-120.5479,31.8,33,0,10.29,US,1722993886
406,aral,40.5156,81.2636,21.22,54,99,2.09,CN,1722993888
407,madera,37.1666,-119.8343,41.15,12,0,4.15,US,1722993889
408,zemio,5.0314,25.1361,21.33,96,100,0.57,CF,1722993890
409,winnipeg,49.8844,-97.147,23.34,57,75,5.66,CA,1722993514
410,kutum,14.2,24.6667,22.11,79,100,6.43,SD,1722993892
411,al artawiyah,26.5053,45.3444,29.92,9,13,2.48,SA,1722993893
412,kenai,60.5544,-151.2583,17.05,84,100,3.09,US,1722993894
413,vallegrande,-18.4897,-64.1069,12.81,96,100,2.18,BO,1722993895
414,sandnessjoen,66.0217,12.6316,14.29,74,8,7.62,NO,1722993896
415,beaufort,5.3473,115.7455,28.26,77,84,0.84,MY,1722993625
416,oak hill,37.9723,-81.1487,25.49,86,98,1.91,US,1722993732
417,olovyannaya,50.95,115.5667,20.96,61,5,2.89,RU,1722993900
418,necochea,-38.5473,-58.7368,10.36,98,100,5.81,AR,1722993901
419,lerwick,60.1545,-1.1494,13.0,88,19,6.82,GB,1722993902
420,childress,34.4264,-100.204,38.14,18,0,1.54,US,1722993638
421,pontiac,42.6389,-83.2911,19.56,87,100,4.12,US,1722993904
422,olyokminsk,60.3736,120.4264,22.42,57,27,2.0,RU,1722993905
423,dwarka,22.2394,68.9678,27.98,83,100,8.89,IN,1722993906
424,tokoroa,-38.2333,175.8667,12.66,47,7,1.89,NZ,1722993907
425,sanctuary point,-35.1114,150.629,18.88,42,1,0.35,AU,1722993909
426,naracoorte,-36.9579,140.7383,13.25,65,13,5.13,AU,1722993910
427,bembereke,10.2283,2.6634,21.03,98,100,2.29,BJ,1722993911
428,chenzhou,25.8,113.0333,31.42,64,0,1.63,CN,1722993912
429,luynes,47.3844,0.5547,20.77,81,75,2.06,FR,1722993913
430,ugoofaaru,5.6667,73.0,27.99,77,100,4.39,MV,1722993914
431,pisco,-13.7,-76.2167,16.12,88,5,4.12,PE,1722993915
432,carbonear,47.7332,-53.2148,17.36,88,100,6.17,CA,1722993916
433,bahia honda,22.9036,-83.1592,27.31,87,100,2.13,CU,1722993917
434,broken hill,-31.95,141.4333,12.77,53,60,1.82,AU,1722993918
435,coahuayana de hidalgo,18.7,-103.6583,28.51,76,99,2.02,MX,1722993919
436,san julian,21.0167,-102.1667,21.61,53,99,1.5,MX,1722993920
437,vargem grande do sul,-21.8322,-46.8936,22.25,46,0,2.55,BR,1722993922
438,taoudenni,22.6783,-3.9836,37.51,19,9,3.82,ML,1722993923
439,askoy,60.4092,5.226,20.16,64,40,6.17,NO,1722993924
440,zell am see,47.3256,12.7944,19.44,74,100,3.17,AT,1722993925
441,aykhal,66.0,111.5,12.63,56,18,1.21,RU,1722993926
442,porto torres,40.835,8.3972,20.1,79,0,1.13,IT,1722993927
443,wabag,-5.4781,143.7021,21.5,49,95,2.0,PG,1722993928
444,ocos,14.5094,-92.1933,30.1,76,31,2.57,GT,1722993929
445,amancio,20.8257,-77.5799,26.13,87,60,2.59,CU,1722993930
446,livani,56.3543,26.1758,13.16,98,15,1.91,LV,1722993932
447,curup,-3.4667,102.5333,22.82,84,100,1.54,ID,1722993933
448,thunder bay,48.4001,-89.3168,20.99,49,40,2.06,CA,1722993934
449,weno,7.4515,151.8468,29.97,84,100,1.54,FM,1722993935
450,mangalia,43.8,28.5833,17.34,90,0,5.61,RO,1722993936
451,korla,41.7597,86.1469,23.33,52,100,4.84,CN,1722993937
452,sirte,31.2089,16.5887,27.55,71,46,5.43,LY,1722993938
453,sibolga,1.7427,98.7792,25.19,87,100,0.58,ID,1722993939
454,ghormach,35.7306,63.7826,25.92,19,0,2.57,AF,1722993940
455,tillaberi,14.2117,1.4531,28.97,66,100,8.44,NE,1722993941
456,itoman,26.1247,127.6694,32.43,76,75,3.6,JP,1722993942
457,labuan,5.2767,115.2417,29.2,84,20,1.03,MY,1722993944
458,seydi,39.4816,62.9137,27.15,22,0,5.37,TM,1722993945
459,formosa do rio preto,-11.0483,-45.1931,18.92,33,0,1.02,BR,1722993946
460,berdigestyakh,62.0989,126.6992,17.52,51,0,4.26,RU,1722993947
461,san antonio de pale,-1.4014,5.6325,22.54,79,80,5.52,GQ,1722993948
462,hammerfest,70.6634,23.6821,15.25,67,0,0.51,NO,1722993949
463,kati,12.7441,-8.0726,25.67,93,100,2.17,ML,1722993950
464,placido de castro,-10.3353,-67.1856,26.69,53,14,1.11,BR,1722993951
465,yangambi,0.8102,24.4336,23.33,75,100,0.67,CD,1722993952
466,tyumentsevo,53.3224,81.498,17.45,87,100,3.1,RU,1722993953
467,tripoli,32.8752,13.1875,26.64,76,0,1.88,LY,1722993955
468,toamasina,-18.1667,49.3833,19.0,94,20,0.0,MG,1722993956
469,konosha,60.9736,40.257,10.4,98,100,1.88,RU,1722993957
470,saipan,15.1355,145.701,31.39,74,75,3.6,MP,1722993958
471,timaru,-44.4,171.25,10.41,57,100,2.69,NZ,1722993959
472,lyantonde,-0.4031,31.1572,21.68,57,84,0.82,UG,1722993960
473,keflavik,64.0049,-22.5624,9.24,100,0,4.12,IS,1722993961
474,saint-mandrier-sur-mer,43.078,5.929,24.87,60,70,3.8,FR,1722993962
475,forster,-32.1667,152.5167,18.54,62,89,1.05,AU,1722993965
476,gereshk,31.8209,64.5701,27.99,17,0,3.67,AF,1722993967
477,nanjangud,12.1197,76.6828,21.21,90,100,1.81,IN,1722993968
478,bamboo flat,11.7,92.7167,26.05,94,75,0.51,IN,1722993970
479,vanimo,-2.6741,141.3028,28.25,78,100,3.6,PG,1722993971
480,pointe-du-lac,46.2869,-72.6845,20.95,78,0,4.12,CA,1722993972
481,swakopmund,-22.6833,14.5333,11.66,85,64,2.03,NA,1722993973
482,lethem,3.3803,-59.7968,27.74,70,100,2.42,GY,1722993976
483,elko,41.0002,-115.5012,35.01,13,0,5.36,US,1722993930
484,vorkuta,67.5,64.0,6.56,69,13,3.17,RU,1722993978
485,marand,38.4329,45.7749,23.39,56,0,1.97,IR,1722993979
486,masterton,-40.9597,175.6575,13.39,55,3,2.63,NZ,1722993980
487,port augusta,-32.5,137.7667,15.77,46,5,5.25,AU,1722993981
488,santa terezinha,-29.9002,-50.0904,16.42,98,100,6.58,BR,1722993982
489,saruhanli,38.7346,27.5681,22.86,46,0,0.7,TR,1722993983
490,kulhudhuffushi,6.6221,73.07,27.66,80,100,5.31,MV,1722993985
491,dergachi,51.2328,48.7659,19.64,76,100,3.16,RU,1722993986
492,christchurch,-43.5333,172.6333,14.71,70,20,10.73,NZ,1722993427
493,san andres,12.5847,-81.7006,28.01,89,20,6.17,CO,1722993780
494,salawagan,7.7053,125.115,27.52,79,100,0.14,PH,1722993992
495,vanino,49.0869,140.2543,26.14,66,0,2.54,RU,1722993993
496,puerto aysen,-45.4,-72.7,3.98,97,100,0.46,CL,1722993994
497,benguela,-12.5763,13.4055,19.89,91,5,2.29,AO,1722993995
498,nikolayevsk-on-amure,53.1406,140.73,18.8,92,100,1.85,RU,1722993996
499,arkhara,49.4212,130.0842,27.09,55,97,1.8,RU,1722993997
500,val-d'or,48.1002,-77.7828,16.05,63,20,2.06,CA,1722993852
501,mirny,62.5353,113.9611,15.89,52,78,2.39,RU,1722994001
502,runing,33.0011,114.3542,29.54,79,0,3.08,CN,1722994002
503,mar del plata,-38.0023,-57.5575,11.08,99,100,3.58,AR,1722993786
504,jinka,5.65,36.65,17.17,76,96,0.45,ET,1722994004
505,ndungu,-4.3667,38.05,18.53,72,1,0.53,TZ,1722994005
506,arroyo,41.6096,-4.7969,20.08,76,0,4.12,ES,1722994006
507,pospelikha,51.95,81.7667,18.71,78,94,2.9,RU,1722994007
508,zaxo,37.1482,42.7001,31.39,14,0,2.96,IQ,1722994009
509,roses,42.262,3.1769,25.32,79,0,0.89,ES,1722994010
510,tuyen quang,21.8233,105.2181,27.72,89,68,0.19,VN,1722994011
511,luwuk,-0.9516,122.7875,24.12,93,92,1.24,ID,1722994012
512,champerico,14.3,-91.9167,28.65,77,45,2.75,GT,1722994013
513,bhamo,24.2667,97.2333,24.02,100,100,0.36,MM,1722994014
514,moranbah,-22.0016,148.0466,20.76,66,72,3.67,AU,1722994016
515,gazli,40.1333,63.45,27.91,23,0,5.72,UZ,1722994017
516,bratsk,56.1325,101.6142,17.27,89,100,3.45,RU,1722994018
517,yarmouth,41.7057,-70.2286,19.98,94,100,2.68,US,1722994019
518,podporozh'ye,60.9112,34.1706,11.45,98,21,1.65,RU,1722994020
519,glace bay,46.1969,-59.957,17.72,86,75,3.09,CA,1722994022
520,olinda,-8.0089,-34.8553,23.85,83,20,3.6,BR,1722993902
521,divnogorsk,55.9594,92.3619,18.27,96,100,2.03,RU,1722994024
522,labytnangi,66.6572,66.4183,8.83,65,5,1.05,RU,1722994025
523,kuta,-8.7233,115.1723,27.97,78,40,6.17,ID,1722994026
524,bolu,40.6667,31.5833,15.54,68,0,0.82,TR,1722994028
525,yebaishou,41.3975,119.6408,25.04,78,100,2.21,CN,1722994030
526,baiona,43.4833,-1.4833,21.85,88,100,1.54,FR,1722993892
527,nan,18.8333,100.6667,26.01,89,20,0.0,TH,1722994032
528,montblanc,41.3465,1.1432,21.52,86,7,1.9,ES,1722994033
529,al ghayzah,16.2079,52.176,25.09,89,91,1.24,YE,1722994034
530,altay,47.8667,88.1167,20.2,34,100,0.89,CN,1722994035
531,khamharia,20.9833,82.2667,23.02,97,100,1.97,IN,1722994036
532,mugia,43.1041,-9.2179,19.53,80,0,7.3,ES,1722994038
533,shingu,33.7333,135.9833,30.06,71,87,2.26,JP,1722994039
534,kavieng,-2.5744,150.7967,29.1,73,76,5.65,PG,1722994040
535,palmer,42.1584,-72.3287,20.29,79,100,1.54,US,1722993749
536,hastings,50.8552,0.5729,16.27,85,2,3.4,GB,1722994042
537,shagonar,51.5333,92.8,16.23,67,26,0.51,RU,1722994043
538,qurayyat,31.3318,37.3428,23.1,46,0,2.06,SA,1722994044
539,opuwo,-18.0607,13.84,16.08,36,0,1.37,NA,1722994046
540,princeville,45.7668,-61.2985,17.66,90,75,1.03,CA,1722994047
541,santa cruz del sur,20.7147,-77.9956,26.85,84,88,2.14,CU,1722994048
542,choele choel,-39.2667,-65.6833,8.67,74,99,6.87,AR,1722994049
543,keetmanshoop,-26.5833,18.1333,12.84,27,36,3.18,NA,1722994050
544,atkaracalar,40.8159,33.0756,12.43,83,0,1.86,TR,1722994051
545,robertsport,6.7533,-11.3686,25.4,83,100,4.55,LR,1722994052
546,plastun,44.7561,136.2939,25.23,79,21,2.23,RU,1722994054
547,san ignacio,17.1561,-89.0714,26.08,94,40,0.0,BZ,1722994056
548,lensk,60.7253,114.9278,22.47,60,95,1.16,RU,1722994058
549,bermejillo,25.8833,-103.6167,35.02,23,100,3.99,MX,1722994059
550,micheweni,-4.9667,39.8333,24.1,85,10,3.86,TZ,1722994060
551,zaozersk,69.4005,32.4476,11.92,54,58,2.44,RU,1722994062
552,tromso,69.6496,18.957,13.01,82,3,0.0,NO,1722993972
553,bu'aale,1.0833,42.5833,24.84,80,91,4.7,SO,1722993918
554,at taj,24.2049,23.2857,32.69,17,100,5.04,LY,1722994066
555,westport,41.1415,-73.3579,22.86,88,100,7.2,US,1722994067
556,bechar,31.6167,-2.2167,34.18,10,0,4.12,DZ,1722994068
557,midvagur,62.0511,-7.1939,11.46,100,100,8.75,FO,1722994069
558,gisborne,-38.6533,178.0042,12.52,64,3,3.22,NZ,1722994071
559,lorengau,-2.0226,147.2712,28.56,78,41,4.64,PG,1722994072
560,merizo village,13.2658,144.6691,30.85,82,92,1.93,GU,1722994073
561,gloucester point,37.254,-76.4969,26.08,87,0,3.6,US,1722994074
562,kralendijk,12.15,-68.2667,28.99,74,0,6.69,BQ,1722994075
563,mendoza,-32.8908,-68.8272,7.74,71,75,1.54,AR,1722993708
564,quchan,37.106,58.5095,21.39,26,0,1.93,IR,1722994077
565,misratah,32.3754,15.0925,27.74,69,2,1.94,LY,1722994078
566,khanty-mansiysk,61.0042,69.0019,12.06,62,40,3.0,RU,1722994080
567,kapuskasing,49.4169,-82.4331,17.05,72,40,1.03,CA,1722994081
568,alotau,-10.3069,150.4462,27.69,69,100,2.5,PG,1722994082
569,nadym,65.5333,72.5167,7.72,77,0,5.51,RU,1722994083
570,nuku'alofa,-21.1333,-175.2,24.19,57,20,4.12,TO,1722994084
571,curillo,1.0333,-75.9191,22.26,93,34,1.25,CO,1722994085
572,dharamsala,32.2419,76.3213,19.04,96,100,0.95,IN,1722994087
573,kombissiri,12.0656,-1.3375,24.99,91,100,4.04,BF,1722994088
574,miri,4.4148,114.0089,29.08,79,20,2.57,MY,1722994089
575,north bend,43.4065,-124.2243,22.21,68,0,8.23,US,1722994090
576,kuanda,56.3161,116.0806,21.96,54,64,0.29,RU,1722994091
577,mundemba,4.9479,8.8724,22.73,96,92,1.22,CM,1722994093
578,vangviang,18.9333,102.45,23.16,95,100,0.24,LA,1722994094
579,bouna,9.2667,-3.0,22.14,90,100,2.17,CI,1722994095
580,fortuna,40.5982,-124.1573,17.51,71,0,5.66,US,1722994096
581,nuuk,64.1835,-51.7216,8.34,93,100,1.03,GL,1722994097
582,prado,-17.3411,-39.2208,22.26,75,6,3.41,BR,1722994098
583,naze,28.3667,129.4833,30.51,71,0,2.22,JP,1722994099
584,onega,63.9061,38.1404,9.94,79,1,1.35,RU,1722994100
585,cabo san lucas,22.8909,-109.9124,27.61,90,100,2.06,MX,1722994096
586,fort mcmurray,56.7268,-111.381,23.73,33,0,4.12,CA,1722994102
